periodo,valor,indicator_id,title,ods_number,unit
2017,32.8964898986147,16.3.2,16.3.2 Proporción de detenidos que no han sido condenados en el conjunto de la población reclusa total,16,Porcentaje
2016,34.5203102405679,16.3.2,16.3.2 Proporción de detenidos que no han sido condenados en el conjunto de la población reclusa total,16,Porcentaje
2023,13.9658428389365,16.5.1,"16.5.1 Proporción de personas que han tenido al menos un contacto con un funcionario público y que han pagado un soborno a un funcionario público, o a las que un funcionario público les ha pedido un soborno, durante los últimos 12 meses",16,Porcentaje
2021,14.7010381553295,16.5.1,"16.5.1 Proporción de personas que han tenido al menos un contacto con un funcionario público y que han pagado un soborno a un funcionario público, o a las que un funcionario público les ha pedido un soborno, durante los últimos 12 meses",16,Porcentaje
2019,15.7316755870718,16.5.1,"16.5.1 Proporción de personas que han tenido al menos un contacto con un funcionario público y que han pagado un soborno a un funcionario público, o a las que un funcionario público les ha pedido un soborno, durante los últimos 12 meses",16,Porcentaje
2017,14.6352683957965,16.5.1,"16.5.1 Proporción de personas que han tenido al menos un contacto con un funcionario público y que han pagado un soborno a un funcionario público, o a las que un funcionario público les ha pedido un soborno, durante los últimos 12 meses",16,Porcentaje
2015,12.5904289009923,16.5.1,"16.5.1 Proporción de personas que han tenido al menos un contacto con un funcionario público y que han pagado un soborno a un funcionario público, o a las que un funcionario público les ha pedido un soborno, durante los últimos 12 meses",16,Porcentaje
2023,3.54983493516436,16.5.2,"16.5.2 Proporción de negocios que han tenido al menos un contacto con un funcionario público y que han pagado un soborno a un funcionario público, o a los que un funcionario público les ha pedido un soborno, durante los últimos 12 meses",16,Porcentaje
2021,2.82668503705724,16.5.2,"16.5.2 Proporción de negocios que han tenido al menos un contacto con un funcionario público y que han pagado un soborno a un funcionario público, o a los que un funcionario público les ha pedido un soborno, durante los últimos 12 meses",16,Porcentaje
2019,4.00493470335157,16.5.2,"16.5.2 Proporción de negocios que han tenido al menos un contacto con un funcionario público y que han pagado un soborno a un funcionario público, o a los que un funcionario público les ha pedido un soborno, durante los últimos 12 meses",16,Porcentaje
2017,5.41381496250043,16.5.2,"16.5.2 Proporción de negocios que han tenido al menos un contacto con un funcionario público y que han pagado un soborno a un funcionario público, o a los que un funcionario público les ha pedido un soborno, durante los últimos 12 meses",16,Porcentaje
2015,4.86276602343629,16.5.2,"16.5.2 Proporción de negocios que han tenido al menos un contacto con un funcionario público y que han pagado un soborno a un funcionario público, o a los que un funcionario público les ha pedido un soborno, durante los últimos 12 meses",16,Porcentaje
2020,101.812036420268,16.6.1,"16.6.1 Gastos primarios del gobierno como proporción del presupuesto aprobado original, desglosados por sector (o por códigos presupuestarios o elementos similares)",16,Porcentaje
2019,103.380136117954,16.6.1,"16.6.1 Gastos primarios del gobierno como proporción del presupuesto aprobado original, desglosados por sector (o por códigos presupuestarios o elementos similares)",16,Porcentaje
2018,109.435650723125,16.6.1,"16.6.1 Gastos primarios del gobierno como proporción del presupuesto aprobado original, desglosados por sector (o por códigos presupuestarios o elementos similares)",16,Porcentaje
2017,110.03991365906,16.6.1,"16.6.1 Gastos primarios del gobierno como proporción del presupuesto aprobado original, desglosados por sector (o por códigos presupuestarios o elementos similares)",16,Porcentaje
2016,116.185963954898,16.6.1,"16.6.1 Gastos primarios del gobierno como proporción del presupuesto aprobado original, desglosados por sector (o por códigos presupuestarios o elementos similares)",16,Porcentaje
2015,108.002935320616,16.6.1,"16.6.1 Gastos primarios del gobierno como proporción del presupuesto aprobado original, desglosados por sector (o por códigos presupuestarios o elementos similares)",16,Porcentaje
2014,103.386059497523,16.6.1,"16.6.1 Gastos primarios del gobierno como proporción del presupuesto aprobado original, desglosados por sector (o por códigos presupuestarios o elementos similares)",16,Porcentaje
2023,70.9518588431632,16.6.2.A,16.6.2.a Satisfacción con el servicio de educación pública obligatoria,16,Porcentaje
2021,71.2552700438341,16.6.2.A,16.6.2.a Satisfacción con el servicio de educación pública obligatoria,16,Porcentaje
2019,68.1710559827479,16.6.2.A,16.6.2.a Satisfacción con el servicio de educación pública obligatoria,16,Porcentaje
2017,66.7482664598285,16.6.2.A,16.6.2.a Satisfacción con el servicio de educación pública obligatoria,16,Porcentaje
2015,61.0119107370896,16.6.2.A,16.6.2.a Satisfacción con el servicio de educación pública obligatoria,16,Porcentaje
2013,62.0029988517803,16.6.2.A,16.6.2.a Satisfacción con el servicio de educación pública obligatoria,16,Porcentaje
2023,81.5786540852769,16.6.2.B,16.6.2.b Satisfacción con el servicio de educación pública universitaria,16,Porcentaje
2021,83.0703989561407,16.6.2.B,16.6.2.b Satisfacción con el servicio de educación pública universitaria,16,Porcentaje
2019,79.8367136035304,16.6.2.B,16.6.2.b Satisfacción con el servicio de educación pública universitaria,16,Porcentaje
2017,82.0549057856445,16.6.2.B,16.6.2.b Satisfacción con el servicio de educación pública universitaria,16,Porcentaje
2015,78.0202803537902,16.6.2.B,16.6.2.b Satisfacción con el servicio de educación pública universitaria,16,Porcentaje
2013,79.2770622238997,16.6.2.B,16.6.2.b Satisfacción con el servicio de educación pública universitaria,16,Porcentaje
2020,65.69122972,16.7.2.,16.7.2. Proporción de la población que considera que la adopción de decisiones es inclusiva y participativa,16,Porcentaje
2023,93.854322160619,16.9.1A,16.9.1a Porcentaje de hijas e hijos sobrevivientes menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil por edad según sexo,16,Porcentaje
2018,94.120985263058,16.9.1A,16.9.1a Porcentaje de hijas e hijos sobrevivientes menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil por edad según sexo,16,Porcentaje
2014,92.95404300668,16.9.1A,16.9.1a Porcentaje de hijas e hijos sobrevivientes menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil por edad según sexo,16,Porcentaje
2023,93.854322160619,16.9.1B,16.9.1b Porcentaje de hijas e hijos sobrevivientes menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil por entidad federativa y edad,16,Porcentaje
2018,94.120985263,16.9.1B,16.9.1b Porcentaje de hijas e hijos sobrevivientes menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil por entidad federativa y edad,16,Porcentaje
2014,92.954043007,16.9.1B,16.9.1b Porcentaje de hijas e hijos sobrevivientes menores de 5 años cuyo nacimiento se ha registrado ante una autoridad civil por entidad federativa y edad,16,Porcentaje
2022,23.7227536200524,16.B.1.,16.b.1. Proporción de la población que declara haberse sentido personalmente discriminada o acosada en los últimos 12 meses por motivos de discriminación prohibidos por el derecho internacional de los derechos humanos.,16,Porcentaje
2017,20.176078091443,16.B.1.,16.b.1. Proporción de la población que declara haberse sentido personalmente discriminada o acosada en los últimos 12 meses por motivos de discriminación prohibidos por el derecho internacional de los derechos humanos.,16,Porcentaje
2024,24.1349420611221,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2023,23.3229059440054,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2022,22.586868775222,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2021,24.2072659546739,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2020,23.5197201126486,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2019,24.8490409899977,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2018,28.2685699603472,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2017,29.7461635134444,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2016,28.7882807829826,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2015,28.201782480658,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2014,28.2003053075555,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2013,28.2239846860961,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2012,27.3374484622931,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2011,24.3168340566958,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2010,23.9933700598287,16N.1.1,16n.1.1 Prevalencia delictiva en personas de 18 años y más,16,Porcentaje
2023,27.2234847922024,16N.1.2,16n.1.2 Prevalencia delictiva en unidades económicas,16,Porcentaje
2021,24.6298016757635,16N.1.2,16n.1.2 Prevalencia delictiva en unidades económicas,16,Porcentaje
2019,30.4620282647029,16N.1.2,16n.1.2 Prevalencia delictiva en unidades económicas,16,Porcentaje
2017,33.7328872235682,16N.1.2,16n.1.2 Prevalencia delictiva en unidades económicas,16,Porcentaje
2015,35.484960079226,16N.1.2,16n.1.2 Prevalencia delictiva en unidades económicas,16,Porcentaje
2013,33.6342429825453,16N.1.2,16n.1.2 Prevalencia delictiva en unidades económicas,16,Porcentaje
2011,37.3659531684157,16N.1.2,16n.1.2 Prevalencia delictiva en unidades económicas,16,Porcentaje
2025,57.0523192329186,16N.2.1,16n.2.1 Porcentaje de personas de 18 años y más que identifica a la policía estatal y manifiesta que le genera confianza,16,Porcentaje
2024,61.4710109216225,16N.2.1,16n.2.1 Porcentaje de personas de 18 años y más que identifica a la policía estatal y manifiesta que le genera confianza,16,Porcentaje
2023,58.4296238071995,16N.2.1,16n.2.1 Porcentaje de personas de 18 años y más que identifica a la policía estatal y manifiesta que le genera confianza,16,Porcentaje
2022,56.1713345277536,16N.2.1,16n.2.1 Porcentaje de personas de 18 años y más que identifica a la policía estatal y manifiesta que le genera confianza,16,Porcentaje
2021,58.6480220933721,16N.2.1,16n.2.1 Porcentaje de personas de 18 años y más que identifica a la policía estatal y manifiesta que le genera confianza,16,Porcentaje
2020,57.575140913905,16N.2.1,16n.2.1 Porcentaje de personas de 18 años y más que identifica a la policía estatal y manifiesta que le genera confianza,16,Porcentaje
2019,57.9369254275852,16N.2.1,16n.2.1 Porcentaje de personas de 18 años y más que identifica a la policía estatal y manifiesta que le genera confianza,16,Porcentaje
2018,54.2804616177854,16N.2.1,16n.2.1 Porcentaje de personas de 18 años y más que identifica a la policía estatal y manifiesta que le genera confianza,16,Porcentaje
2017,56.3604907652168,16N.2.1,16n.2.1 Porcentaje de personas de 18 años y más que identifica a la policía estatal y manifiesta que le genera confianza,16,Porcentaje
2016,55.5038937867791,16N.2.1,16n.2.1 Porcentaje de personas de 18 años y más que identifica a la policía estatal y manifiesta que le genera confianza,16,Porcentaje
2025,57.0119557772047,16N.2.2,16n.2.2 Porcentaje de personas de 18 años y más que identifica a los Ministerios Públicos y Fiscalías estatales y manifiesta que les generan confianza,16,Porcentaje
2024,59.6823480398938,16N.2.2,16n.2.2 Porcentaje de personas de 18 años y más que identifica a los Ministerios Públicos y Fiscalías estatales y manifiesta que les generan confianza,16,Porcentaje
2023,58.1479299413379,16N.2.2,16n.2.2 Porcentaje de personas de 18 años y más que identifica a los Ministerios Públicos y Fiscalías estatales y manifiesta que les generan confianza,16,Porcentaje
2022,55.9411876543847,16N.2.2,16n.2.2 Porcentaje de personas de 18 años y más que identifica a los Ministerios Públicos y Fiscalías estatales y manifiesta que les generan confianza,16,Porcentaje
2021,57.6699050617414,16N.2.2,16n.2.2 Porcentaje de personas de 18 años y más que identifica a los Ministerios Públicos y Fiscalías estatales y manifiesta que les generan confianza,16,Porcentaje
2020,56.013548746894,16N.2.2,16n.2.2 Porcentaje de personas de 18 años y más que identifica a los Ministerios Públicos y Fiscalías estatales y manifiesta que les generan confianza,16,Porcentaje
2019,54.7883610509385,16N.2.2,16n.2.2 Porcentaje de personas de 18 años y más que identifica a los Ministerios Públicos y Fiscalías estatales y manifiesta que les generan confianza,16,Porcentaje
2018,53.1069555328025,16N.2.2,16n.2.2 Porcentaje de personas de 18 años y más que identifica a los Ministerios Públicos y Fiscalías estatales y manifiesta que les generan confianza,16,Porcentaje
2017,53.3679022617507,16N.2.2,16n.2.2 Porcentaje de personas de 18 años y más que identifica a los Ministerios Públicos y Fiscalías estatales y manifiesta que les generan confianza,16,Porcentaje
2016,49.9254385312103,16N.2.2,16n.2.2 Porcentaje de personas de 18 años y más que identifica a los Ministerios Públicos y Fiscalías estatales y manifiesta que les generan confianza,16,Porcentaje
2024,50.4387415668628,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2023,49.5850599504353,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2022,51.9512762741468,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2021,48.2985797676547,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2020,52.5165423199824,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2019,47.6812122877509,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2018,49.0204196351245,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2017,48.0436722255508,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2016,49.4125635213809,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2015,48.345605308302,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2014,50.4129441587697,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2013,51.584235331941,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2012,49.5165413735332,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2011,30.7818941427109,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2010,32.7824010079548,16N.2.3,"16n.2.3 Porcentaje de delitos ocurridos y denunciados donde el trato recibido al momento de la denuncia, por parte del Ministerio Público, fue calificado como bueno o excelente",16,Porcentaje
2025,55.8584043412748,16N.2.4,16n.2.4 Porcentaje de la población de 18 años y más que tiene mucha o algo de confianza en jueces,16,Porcentaje
2024,60.5252278313884,16N.2.4,16n.2.4 Porcentaje de la población de 18 años y más que tiene mucha o algo de confianza en jueces,16,Porcentaje
2023,59.1148763956846,16N.2.4,16n.2.4 Porcentaje de la población de 18 años y más que tiene mucha o algo de confianza en jueces,16,Porcentaje
2022,58.2810253650439,16N.2.4,16n.2.4 Porcentaje de la población de 18 años y más que tiene mucha o algo de confianza en jueces,16,Porcentaje
2021,60.0152671009454,16N.2.4,16n.2.4 Porcentaje de la población de 18 años y más que tiene mucha o algo de confianza en jueces,16,Porcentaje
2020,56.9139916583294,16N.2.4,16n.2.4 Porcentaje de la población de 18 años y más que tiene mucha o algo de confianza en jueces,16,Porcentaje
2019,55.1257610836767,16N.2.4,16n.2.4 Porcentaje de la población de 18 años y más que tiene mucha o algo de confianza en jueces,16,Porcentaje
2018,55.0712868035051,16N.2.4,16n.2.4 Porcentaje de la población de 18 años y más que tiene mucha o algo de confianza en jueces,16,Porcentaje
2017,55.1274903131194,16N.2.4,16n.2.4 Porcentaje de la población de 18 años y más que tiene mucha o algo de confianza en jueces,16,Porcentaje
2016,53.7420130415908,16N.2.4,16n.2.4 Porcentaje de la población de 18 años y más que tiene mucha o algo de confianza en jueces,16,Porcentaje
2023,27.2233292919022,16N.3.1.A,16n.3.1.a Porcentaje de la población de 18 años y más satisfecha con el servicio de calles y avenidas,16,Porcentaje
2021,25.1496013509022,16N.3.1.A,16n.3.1.a Porcentaje de la población de 18 años y más satisfecha con el servicio de calles y avenidas,16,Porcentaje
2019,25.111836427875,16N.3.1.A,16n.3.1.a Porcentaje de la población de 18 años y más satisfecha con el servicio de calles y avenidas,16,Porcentaje
2017,23.7061380119175,16N.3.1.A,16n.3.1.a Porcentaje de la población de 18 años y más satisfecha con el servicio de calles y avenidas,16,Porcentaje
2015,20.6664200773813,16N.3.1.A,16n.3.1.a Porcentaje de la población de 18 años y más satisfecha con el servicio de calles y avenidas,16,Porcentaje
2013,21.8373943954476,16N.3.1.A,16n.3.1.a Porcentaje de la población de 18 años y más satisfecha con el servicio de calles y avenidas,16,Porcentaje
2023,43.2853283674665,16N.3.1.B,16n.3.1.b Porcentaje de la población de 18 años y más satisfecha con el servicio de parques y jardines públicos,16,Porcentaje
2021,40.8220769517608,16N.3.1.B,16n.3.1.b Porcentaje de la población de 18 años y más satisfecha con el servicio de parques y jardines públicos,16,Porcentaje
2019,39.7128956063563,16N.3.1.B,16n.3.1.b Porcentaje de la población de 18 años y más satisfecha con el servicio de parques y jardines públicos,16,Porcentaje
2017,37.9512086634107,16N.3.1.B,16n.3.1.b Porcentaje de la población de 18 años y más satisfecha con el servicio de parques y jardines públicos,16,Porcentaje
2015,37.9733712261863,16N.3.1.B,16n.3.1.b Porcentaje de la población de 18 años y más satisfecha con el servicio de parques y jardines públicos,16,Porcentaje
2013,40.105966052721,16N.3.1.B,16n.3.1.b Porcentaje de la población de 18 años y más satisfecha con el servicio de parques y jardines públicos,16,Porcentaje
2023,50.7360326665686,16N.3.1.C,16n.3.1.c Porcentaje de la población de 18 años y más satisfecha con el servicio de agua potable,16,Porcentaje
2021,53.7351811361777,16N.3.1.C,16n.3.1.c Porcentaje de la población de 18 años y más satisfecha con el servicio de agua potable,16,Porcentaje
2019,55.998727115129,16N.3.1.C,16n.3.1.c Porcentaje de la población de 18 años y más satisfecha con el servicio de agua potable,16,Porcentaje
2017,53.8395881105277,16N.3.1.C,16n.3.1.c Porcentaje de la población de 18 años y más satisfecha con el servicio de agua potable,16,Porcentaje
2015,51.687896992738,16N.3.1.C,16n.3.1.c Porcentaje de la población de 18 años y más satisfecha con el servicio de agua potable,16,Porcentaje
2013,57.618176314679,16N.3.1.C,16n.3.1.c Porcentaje de la población de 18 años y más satisfecha con el servicio de agua potable,16,Porcentaje
2023,45.4164716164439,16N.3.1.D,16n.3.1.d Porcentaje de la población de 18 años y más satisfecha con el servicio de drenaje y alcantarillado,16,Porcentaje
2021,45.6240993286618,16N.3.1.D,16n.3.1.d Porcentaje de la población de 18 años y más satisfecha con el servicio de drenaje y alcantarillado,16,Porcentaje
2019,46.1661161005683,16N.3.1.D,16n.3.1.d Porcentaje de la población de 18 años y más satisfecha con el servicio de drenaje y alcantarillado,16,Porcentaje
2017,43.734268209305,16N.3.1.D,16n.3.1.d Porcentaje de la población de 18 años y más satisfecha con el servicio de drenaje y alcantarillado,16,Porcentaje
2015,40.3699791267053,16N.3.1.D,16n.3.1.d Porcentaje de la población de 18 años y más satisfecha con el servicio de drenaje y alcantarillado,16,Porcentaje
2023,43.3790362543503,16N.3.1.E,16n.3.1.e Porcentaje de la población de 18 años y más satisfecha con el servicio de alumbrado público,16,Porcentaje
2021,40.4693909653832,16N.3.1.E,16n.3.1.e Porcentaje de la población de 18 años y más satisfecha con el servicio de alumbrado público,16,Porcentaje
2019,38.1722228859445,16N.3.1.E,16n.3.1.e Porcentaje de la población de 18 años y más satisfecha con el servicio de alumbrado público,16,Porcentaje
2017,35.8758591307586,16N.3.1.E,16n.3.1.e Porcentaje de la población de 18 años y más satisfecha con el servicio de alumbrado público,16,Porcentaje
2015,33.0346557201774,16N.3.1.E,16n.3.1.e Porcentaje de la población de 18 años y más satisfecha con el servicio de alumbrado público,16,Porcentaje
2013,35.3289371499108,16N.3.1.E,16n.3.1.e Porcentaje de la población de 18 años y más satisfecha con el servicio de alumbrado público,16,Porcentaje
2023,72.6458349696607,16N.3.1.F,16n.3.1.f Porcentaje de la población de 18 años y más satisfecha con el servicio de recolección de basura,16,Porcentaje
2021,70.4953879974683,16N.3.1.F,16n.3.1.f Porcentaje de la población de 18 años y más satisfecha con el servicio de recolección de basura,16,Porcentaje
2019,66.3991466097559,16N.3.1.F,16n.3.1.f Porcentaje de la población de 18 años y más satisfecha con el servicio de recolección de basura,16,Porcentaje
2017,65.0342245291083,16N.3.1.F,16n.3.1.f Porcentaje de la población de 18 años y más satisfecha con el servicio de recolección de basura,16,Porcentaje
2015,60.9694623411736,16N.3.1.F,16n.3.1.f Porcentaje de la población de 18 años y más satisfecha con el servicio de recolección de basura,16,Porcentaje
2013,67.3285912543855,16N.3.1.F,16n.3.1.f Porcentaje de la población de 18 años y más satisfecha con el servicio de recolección de basura,16,Porcentaje
2024,73.4113475177305,16R.3A,16r.3a Tasa de ocupación carcelaria federal,16,Porcentaje
2023,73.1136044880785,16R.3A,16r.3a Tasa de ocupación carcelaria federal,16,Porcentaje
2022,66.5357643758766,16R.3A,16r.3a Tasa de ocupación carcelaria federal,16,Porcentaje
2021,54.8497267759563,16R.3A,16r.3a Tasa de ocupación carcelaria federal,16,Porcentaje
2020,55.7650273224044,16R.3A,16r.3a Tasa de ocupación carcelaria federal,16,Porcentaje
2019,52.2983284883721,16R.3A,16r.3a Tasa de ocupación carcelaria federal,16,Porcentaje
2018,46.5423182833688,16R.3A,16r.3a Tasa de ocupación carcelaria federal,16,Porcentaje
2024,106.982789352769,16R.3B,16r.3b Tasa de ocupación carcelaria estatal,16,Porcentaje
2023,105.889423076923,16R.3B,16r.3b Tasa de ocupación carcelaria estatal,16,Porcentaje
2022,106.966474358643,16R.3B,16r.3b Tasa de ocupación carcelaria estatal,16,Porcentaje
2021,106.686991976027,16R.3B,16r.3b Tasa de ocupación carcelaria estatal,16,Porcentaje
2020,101.512056855839,16R.3B,16r.3b Tasa de ocupación carcelaria estatal,16,Porcentaje
2019,93.7206048622333,16R.3B,16r.3b Tasa de ocupación carcelaria estatal,16,Porcentaje
2018,94.4696849351337,16R.3B,16r.3b Tasa de ocupación carcelaria estatal,16,Porcentaje
2017,99.9494758115448,16R.3B,16r.3b Tasa de ocupación carcelaria estatal,16,Porcentaje
2016,106.119704477479,16R.3B,16r.3b Tasa de ocupación carcelaria estatal,16,Porcentaje
2015,124.576099553315,16R.3B,16r.3b Tasa de ocupación carcelaria estatal,16,Porcentaje
2023,22.16,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2022,22.4,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2021,22.33,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2020,22.17,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2019,21.44,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2018,21.16,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2017,22.7299340215242,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2016,24.8200417536204,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2015,23.3910417022577,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2014,23.0781876909572,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2013,23.5786598380868,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2012,22.4902446325229,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2011,22.481628149217,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2010,22.2890332438221,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2009,23.2942874121787,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2008,23.3414236442993,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2007,21.7988927986817,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2006,21.480143736043,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2005,20.6306960321302,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2004,20.3757643817673,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2003,20.7987018182081,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2002,19.3771469104915,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2001,18.7824442224096,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2000,18.2528438691523,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
1999,17.2259282536521,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
1998,17.0493950838615,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
1997,19.3064939382045,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
1996,19.1713565670197,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
1995,18.9572355810636,17.1.1,"17.1.1 Total de los ingresos del gobierno como proporción del PIB, desglosado por fuente",17,Porcentaje
2020,55.6940984073664,17.1.2,17.1.2 Proporción del presupuesto nacional financiado por impuestos internos,17,Porcentaje
2019,55.2879616925039,17.1.2,17.1.2 Proporción del presupuesto nacional financiado por impuestos internos,17,Porcentaje
2018,54.788723032462,17.1.2,17.1.2 Proporción del presupuesto nacional financiado por impuestos internos,17,Porcentaje
2017,55.0888694417484,17.1.2,17.1.2 Proporción del presupuesto nacional financiado por impuestos internos,17,Porcentaje
2016,50.7876322790795,17.1.2,17.1.2 Proporción del presupuesto nacional financiado por impuestos internos,17,Porcentaje
2015,48.258603859585,17.1.2,17.1.2 Proporción del presupuesto nacional financiado por impuestos internos,17,Porcentaje
2014,39.9248164711745,17.1.2,17.1.2 Proporción del presupuesto nacional financiado por impuestos internos,17,Porcentaje
2013,37.3774825427387,17.1.2,17.1.2 Proporción del presupuesto nacional financiado por impuestos internos,17,Porcentaje
